ID,g_mag,g_mag_err,A_G,gaia_lum,gaia_lum_err,distance,distance_err,Teff,Teff_err,ref,feh_table,feh_count,ra,dec,mem_prob,cal_lum,cal_lum_err,value
3426163551679883136,15.792571,0.0008769721947353699,,,,4147.23942787509,1255.2010247666303,6592.0,64.0,2011AJ....141...89S,"[[6592.0, -0.31, '2011AJ....141...89S']]",1.0,91.83704249811,24.00165477376,1.0,10.58393989850266,0.7520232253314401,1.6655246218697641
3426163581743555200,17.489893,0.0016083980782752212,,,,3137.10010397938,1554.2777501130304,6954.0,57.0,2011AJ....141...89S,"[[6954.0, -0.27, '2011AJ....141...89S']]",1.0,91.8665757337,24.00911470354,0.9,2.2229849151467613,0.16506830241626866,2.5754103478227677
3426165200947290624,17.389338,0.0013694118706428732,,,,3655.2060595909,1736.9516948790001,7047.0,196.0,2011AJ....141...89S,"[[7047.0, -0.28, '2011AJ....141...89S']]",1.0,91.89376994971,24.03911791001,1.0,2.4428069851659235,0.18457929159600056,2.592153561789239
3426165299730553344,16.515291,0.0009287839686248558,,,,3556.2564184008,1287.7729329139097,7312.0,155.0,2011AJ....141...89S,"[[7312.0, -0.26, '2011AJ....141...89S']]",1.0,91.89860065281,24.05819716844,1.0,5.5041047541253105,0.4435675272931299,2.399675136458775
3426165407105722496,16.564829,0.0011568830151762895,,,,3496.92793527336,1228.0032428679597,7276.0,171.0,2011AJ....141...89S,"[[7276.0, -0.11, '2011AJ....141...89S']]",1.0,91.87758841969,24.050827019419998,1.0,5.2520988209547586,0.418945968974112,2.398594014944919
3426165510184919296,16.17681,0.0010418121195890984,,,,4465.5205149612,1522.1511566889594,7095.0,85.0,2011AJ....141...89S,"[[7095.0, -0.17, '2011AJ....141...89S']]",1.0,91.88954489035,24.063135390760003,1.0,7.470508517313188,0.5691717928071895,2.1361738326996615
3426165716343318656,16.797808,0.0011206778010654523,,,,3897.561996579,1555.1378846465295,7249.0,161.0,2011AJ....141...89S,"[[7249.0, -0.19, '2011AJ....141...89S']]",1.0,91.92078950295,24.06767496297,1.0,4.2341002668322805,0.33507878400316377,2.476019859281479
3426165853782251904,14.998061,0.0006377298192612898,0.753,,,6238.34440284953,1542.5523948706905,5068.0,67.0,2011AJ....141...89S,"[[5068.0, -0.26, '2011AJ....141...89S']]",1.0,91.94120367754999,24.086088873389997,0.9,24.4905297378287,1.755481300768264,0.15936788296205862
3426165918205879168,16.291943,0.0009483608033332385,,,,4343.03255876987,1529.3498796761605,6621.0,58.0,2011AJ....141...89S,"[[6621.0, -0.37, '2011AJ....141...89S']]",1.0,91.90306325576,24.079974932479995,1.0,6.681939749287928,0.47604889287978863,1.884333323504741
3426175989905156352,16.676693,0.0009716310193304659,,,,3438.88390964769,1298.3500676873996,7532.0,208.0,2011AJ....141...89S,"[[7532.0, -0.19, '2011AJ....141...89S']]",1.0,91.81410303615999,24.068191500429997,1.0,4.7897424143536735,0.4204075148590393,2.588790955153378
3426177256924675712,17.157034,0.001235908338622705,,,,4450.34701061352,1931.4494046641903,7317.0,158.0,2011AJ....141...89S,"[[7317.0, -0.31, '2011AJ....141...89S']]",1.0,91.83865168836999,24.07104157647,1.0,3.0483679591910082,0.24607664005329508,2.6592631621410447
3426177364294632192,16.864746,0.0010710805866474549,,,,3225.28083051382,1434.25522740921,7209.0,188.0,2011AJ....141...89S,"[[7209.0, -0.15, '2011AJ....141...89S']]",1.0,91.88503711147,24.09136707578,1.0,3.976110764757406,0.3115310921420561,2.4792917809557977
3426177634881841024,17.180155,0.0012187032527050399,,,,4547.5432914682,2029.02844637226,7498.0,241.0,2011AJ....141...89S,"[[7498.0, -0.21, '2011AJ....141...89S']]",1.0,91.85882483629,24.11938939493,1.0,3.007252259687151,0.26068722969547997,2.771284500963958
3426177772315782912,15.832843,0.0005992630190439667,,,,5183.29435346304,1565.0645045006195,6497.0,197.0,2011AJ....141...89S,"[[6497.0, -0.17, '2011AJ....141...89S']]",1.0,91.89994278256,24.106405139699998,1.0,10.20110230378795,0.7191172873287145,1.6184815646577775
3426178051489376512,15.803476,0.0006680856559421289,,,,5308.24399759321,1680.6936641797201,6907.0,81.0,2011AJ....141...89S,"[[6907.0, -0.22, '2011AJ....141...89S']]",1.0,91.88104466229,24.13031130483,1.0,10.500292991904617,0.7739781699440391,1.8716931426113277
3426178085848499840,15.591676,0.0006504833712123856,,,,4037.57367084604,972.5274743067603,6250.0,61.0,2011AJ....141...89S,"[[6250.0, -0.33, '2011AJ....141...89S']]",1.0,91.85167453365,24.131713506500002,1.0,12.775098851966947,0.8865838989419005,1.3524359041097256
3426178115913177344,16.956955,0.0010625606427812678,,,,3742.8272377485,1521.47523746979,7567.0,174.0,2011AJ....141...89S,"[[7567.0, -0.16, '2011AJ....141...89S']]",1.0,91.86848240391,24.13534157687,1.0,3.7071012903801215,0.32985301153028657,2.720202887109238
3426178120208217856,14.576266,0.00040208203582713895,0.844,,,4051.01898134185,648.7739481896497,5190.0,104.0,2011AJ....141...89S,"[[5190.0, -0.21, '2011AJ....141...89S']]",1.0,91.87251421939001,24.145576153460002,1.0,35.32364236193992,2.5419554331250955,0.10360809943031768
3426178253352202240,16.893215,0.0012868364714657757,,,,3834.33353878286,1552.3000860746797,7167.0,125.0,2011AJ....141...89S,"[[7167.0, -0.28, '2011AJ....141...89S']]",1.0,91.88553928399999,24.169334898929996,1.0,3.8686679529934587,0.29961159047627106,2.4658125887842104
3426178356431225728,16.71919,0.0011858628022763478,,,,4320.39007750684,1668.2258060295308,7341.0,156.0,2011AJ....141...89S,"[[7341.0, -0.22, '2011AJ....141...89S']]",1.0,91.79008810164,24.118922725100003,1.0,4.566551664243607,0.3714180553131032,2.4979638652587823
3426178429445911808,16.787039,0.001127853745992493,,,,4047.29860073298,1617.05644782536,7442.0,208.0,2011AJ....141...89S,"[[7442.0, -0.23, '2011AJ....141...89S']]",1.0,91.82617172508002,24.11898724276,1.0,4.307861694427184,0.3640733025272873,2.582634905198397
3426178459510469888,16.773672,0.000981020449690963,,,,4560.81777645143,1798.4949744983096,7146.0,187.0,2011AJ....141...89S,"[[7146.0, -0.3, '2011AJ....141...89S']]",1.0,91.82713175365,24.135137249699998,1.0,4.3165854686602545,0.3330164634103455,2.4054897742742014
3426178498165387392,17.101181,0.0011702279950665155,,,,4301.00402662334,1845.8870323002402,7071.0,139.0,2011AJ....141...89S,"[[7071.0, -0.25, '2011AJ....141...89S']]",1.0,91.80911862447999,24.13576840458,0.9,3.1869130870254656,0.24175920343384807,2.4914381528129894
3426178669964086912,17.178942,0.001199746232484934,,,,3237.4664174136,1753.6357759243997,6799.0,57.0,2011AJ....141...89S,"[[6799.0, -0.23, '2011AJ....141...89S']]",1.0,91.78897627385,24.144580528120002,1.0,2.9545132727803542,0.214606792377425,2.3539644664075468
3426178669964089600,14.64559,0.0004796978503866674,0.952,,,5551.71532153903,1222.5895901759504,5131.0,135.0,2011AJ....141...89S,"[[5131.0, -0.17, '2011AJ....141...89S']]",1.0,91.77971823979999,24.14997192934,1.0,33.480710368689934,2.4866573517095785,0.07722548259913253
3426178876122468352,16.149754,0.0007066133046864232,,,,3292.17939261644,860.4685697120703,6568.0,129.0,2011AJ....141...89S,"[[6568.0, -0.29, '2011AJ....141...89S']]",1.0,91.85262290333999,24.15345758966,1.0,7.617001870355021,0.5400546151072924,1.7925473788794264
3426178974906586240,16.788422,0.0009054868227701802,1.6607,,,3054.82958020782,1067.8356455817302,7467.0,174.0,2011AJ....141...89S,"[[7467.0, -0.24, '2011AJ....141...89S']]",1.0,91.87002941015999,24.15608555356,1.0,4.307349394309776,0.36693891331380923,2.597251411924802
3426179047921141632,16.406961,0.0008848030799524024,,,,5009.33813288235,1792.7464593513605,6915.0,87.0,2011AJ....141...89S,"[[6915.0, -0.29, '2011AJ....141...89S']]",1.0,91.86475566446998,24.17317502592,1.0,6.023593098056821,0.444552252488021,2.118066217455393
3426272850007508864,14.451918,0.00043336078784659063,1.3355,,,3129.67520523065,493.26124786727996,5187.0,174.0,2011AJ....141...89S,"[[5187.0, -0.16, '2011AJ....141...89S']]",1.0,91.88557687737,24.17806797494,1.0,39.62986502463769,2.999455585989565,0.05113988676276904
3426272918726984064,16.928656,0.0012904966192471888,,,,3807.39367817519,1553.5543567121804,7100.0,144.0,2011AJ....141...89S,"[[7100.0, -0.3, '2011AJ....141...89S']]",1.0,91.88064164314001,24.187538015429997,0.9,3.7381907305592232,0.28529263911723396,2.4399220309408207
