ID,g_mag,g_mag_err,A_G,gaia_lum,gaia_lum_err,distance,distance_err,Teff,Teff_err,ref,feh_table,feh_count,ra,dec,mem_prob,cal_lum,cal_lum_err,value
2080063317275335168,11.900162,0.00023088192358724764,0.8093,,,1087.4482145987802,28.67074103599998,7837.0,156.0,2016A&A...594A..39F,"[[7837.0, -0.1, '2016A&A...594A..39F']]",1.0,294.70197710446,46.06264702007,1.0,21.34122003035979,1.7361136841469555,2.1122792242258512
2080064515564300160,12.825581,0.0003195629579466703,,7.031864,0.35323763,1097.5336053277802,29.45352181643011,7292.0,127.0,2016A&A...594A..39F,"[[7292.0, 0.09, '2016A&A...594A..39F']]",1.0,294.67374596516004,46.12263445418,1.0,8.820106458005334,0.4257054544203679,2.1829927727649974
2080092179455846400,12.259366,0.00023617370045700322,0.7653,10.553978,0.423666,1025.29210899261,22.39651224522981,7392.0,123.0,2016A&A...594A..39F,"[[7392.0, 0.01, '2016A&A...594A..39F']]",1.0,294.96347626413,46.28758324364,1.0,14.91416578384891,0.7826013805138344,2.014020615780339
2080469827339292672,13.444203,0.000210970736251199,,4.0150256,0.17445159,1107.56876631692,14.375386338970204,6646.0,131.0,2016A&A...594A..39F,"[[6646.0, -0.15, '2016A&A...594A..39F']]",1.0,295.07499752032004,46.431868262159995,1.0,4.934256321908517,0.15778101634688113,2.0323816632073246
2128072564788836096,15.048758,0.0004226829270554802,0.2015,1.054936,0.08576882,1171.28325890743,38.39182753392993,5795.0,183.0,2016A&A...594A..39F,"[[5795.0, -0.43, '2016A&A...594A..39F']]",1.0,293.67012056105,46.2956095863,1.0,1.1485043124845404,0.03135574601037963,2.070401772742663
2128073625637956864,12.391772999999999,0.00019346152403533032,0.924,11.384155999999999,0.5686140000000001,1122.5819430829,33.05910149200008,7589.0,94.0,2016A&A...594A..39F,"[[7589.0, -0.06, '2016A&A...594A..39F']]",1.0,293.59767698125,46.33319870316,1.0,13.330897347311785,0.8362028824628069,2.1769861440515967
2128094864257815552,12.954908,0.0004461049577074042,,7.052556500000001,0.39544964,1169.97153255606,27.47718130571002,7116.0,131.0,2016A&A...594A..39F,"[[7116.0, 0.24, '2016A&A...594A..39F']]",1.0,294.37604552244,45.94780015717,1.0,7.789872945187043,0.3290349009641796,2.1308290198422166
2128105580196046464,12.666442,0.000301759551638499,,9.02581,0.51175404,1155.65227714392,40.03894184709998,7130.0,150.0,2016A&A...594A..39F,"[[7130.0, -0.08, '2016A&A...594A..39F']]",1.0,294.3602767648701,46.16861500538,0.8,10.164000628467033,0.4339964557244655,2.023830615286748
2128107714800080384,13.890676999999998,0.00025378356008175457,0.252,2.7662685000000002,0.17034388,1130.12799007157,25.155096779400086,6479.0,120.0,2016A&A...594A..39F,"[[6479.0, -0.08, '2016A&A...594A..39F']]",1.0,294.44781402393,46.27340004765,1.0,3.27161485582409,0.0969429133831831,2.100317627875583
2128108706931869440,11.614694,0.00030586303538944113,,21.883677,1.2775345,1105.2536861803,42.0910030734899,7656.0,129.0,2016A&A...594A..39F,"[[7656.0, -0.08, '2016A&A...594A..39F']]",1.0,294.35681839802004,46.31018639554,1.0,27.382983711269606,1.8408419234269344,1.902538479611593
