ID,g_mag,g_mag_err,rp_mag,rp_mag_err,bp_mag,bp_mag_err,A_G,gaia_lum,gaia_lum_err,distance,distance_err,ra,dec,mem_prob,Bp_Rp,Bp_Rp_err,value
573942943692671360,16.497955,0.014668231097567217,15.809139,0.05210719295953661,16.966549,0.04505659104756742,0.6988,0.6343529,0.12996846,1636.48785740559,160.9313077182801,11.888938088539998,85.27340066011999,1.0,1.1574097,0.06888581824258252,-2.503931
573942973755188224,16.817728,0.0010229314820547068,16.161913,0.002425199565068262,17.32641,0.006750288402793632,0.909,,,2120.87821321514,375.1848889186499,11.78318317811,85.28342196215999,1.0,1.1644974,0.007172725176060874,-2.7971249
573942978052404992,16.127756,0.0006787044871301528,15.586175,0.0023759797882042383,16.526173,0.003682629911908762,0.4095,1.0556928,0.19976044,1848.83762487035,159.33056192876984,11.8590856536,85.28211930779,1.0,0.9399977,0.004382584057612608,-2.949027
573943012412143744,17.408789,0.0012495041379117129,16.74885,0.0029848479160551134,17.950527,0.011085559618488259,,,,1624.548102173,262.10515331580996,12.04626913451,85.28428640788,1.0,1.2016773,0.011480372343135745,-3.2487602
573943012412146176,15.128978,0.00039101216768232196,14.580795,0.00210294810754099,15.509274,0.0015834762127223993,,2.6616046,0.3269062,1851.43088415898,87.9878464522601,12.06873992849,85.27948682385001,1.0,0.92847824,0.002632448985121631,-1.9934464
573943012412147328,16.14171,0.000713357540586657,15.59565,0.0028176114682745747,16.530785,0.0036446240443988023,,1.3084358,0.26682723,2051.30814911918,187.02853680440967,12.074424224160001,85.27810577005,1.0,0.9351349,0.004606757950138284,-2.9812164
573943042474552832,15.378627,0.0005069719614828105,14.864568,0.002558154982244785,15.732027,0.0031565971992740705,0.579,1.8320403,0.2318759,1772.58633969387,89.74117573149988,12.18635081405,85.29518649644,1.0,0.8674593,0.004063036154361504,-2.4719162
573943046772053888,15.822572,0.0005256929936534538,15.282572,0.0022748944885099633,16.202965,0.00401702942845042,0.516,1.4478004,0.23161876,1884.34017195515,129.96679334953,12.09235381691,85.29793300743,1.0,0.920393,0.004616456472543602,-2.7173595
573943081131614720,16.867508,0.0010078380181860178,16.151358,0.017325938313778676,17.237757,0.02198008972961217,0.2093,0.3869006,0.085781574,1541.16459831996,172.48123307689002,11.92195835341,85.29471381114,1.0,1.0863991,0.02798772021752873,-3.1397734
573943145553881600,15.141736,0.00043673144016027297,14.604476,0.0012070643880269197,15.512963,0.002867884964349837,1.3917,2.3726027,0.3157475,1769.62309299347,97.77080085302009,11.68616907448,85.28246168192,1.0,0.9084873,0.0031115540499221076,-2.081171
573943149851097472,17.371653,0.001325579293040414,16.691086,0.005937137956914061,17.89497,0.0105240990413605,,,,1636.07125525017,272.5108833081199,11.7247120181,85.27892926234,1.0,1.2038841,0.012083305332225727,-3.203349
573943149851098240,15.72505,0.0006261785703764178,15.194744,0.003189301726920908,16.096376,0.005105844430598236,0.5505,1.5192602,0.23963904,1851.91755269113,126.24271533382012,11.752986832769999,85.27822901641,1.0,0.9016323,0.00602007415691964,-2.6901913
573943184210827904,15.57209,0.0005619797383009663,15.041294,0.002846470583160891,15.935446,0.002792892603222886,0.9123,2.1468256,0.3757261,2048.48864268891,153.69079875355965,11.72035054298,85.29555349569,1.0,0.8941517,0.003987811915566908,-2.5652828
573943218570567296,16.757492,0.0009647358670373231,16.151382,0.006106663214378156,17.201576,0.00701607547568665,0.425,0.62955123,0.16799158,1910.33439164941,249.7968368111301,11.5704305372,85.29163941921,1.0,1.0501938,0.009301432722670793,-3.1655273
573943218570568704,16.226854,0.0007263275391001582,15.671961,0.003115134771514672,16.61805,0.0061079697242886095,0.239,0.91978675,0.17251998,1812.84180068406,155.55074833726007,11.536334975599999,85.28792884366,1.0,0.9460888,0.006856482975806622,-3.0252838
573943252930299904,17.064072,0.0011972204501332052,16.352264,0.01462974916598758,17.497753,0.01977784103129836,0.416,0.43241522,0.120891124,1755.71638494953,252.42898022742997,11.559291924819998,85.30313566855,1.0,1.1454887,0.02460066170896676,-3.1147509
573943282992853888,16.839705,0.0009981424863865823,16.222984,0.004636520092386495,17.316553,0.005969308507434869,0.0683,0.36352682,0.07963139,1481.62246272974,165.02106630089997,11.67529910968,85.3039017699,0.9,1.0935688,0.007558436519812677,-3.085083
573943287290038528,16.512972,0.0007455136014410332,15.8531475,0.004097571439456387,17.033222,0.005451602537039062,,0.7945985,0.18889296,1830.9566127884,212.25050912309007,11.72490639365,85.3049101499,1.0,1.1800747,0.006819828584597961,-2.4339542
573943317352605568,17.473124,0.0011704116951205882,16.787039,0.006514883617615599,18.025078,0.012178469876573946,,,,1754.75246731435,320.31252284673997,11.70375768793,85.31636094250999,1.0,1.238039,0.013811547237210434,-3.1767387
573943386072092544,17.275312,0.0012909596613315591,16.574482,0.0061514216312553,17.796024,0.01157180439184876,,,,1657.82632215821,250.51943263878002,11.56154725053,85.32800897931,0.9,1.2215424,0.013105214419027483,-3.0407906
573943390369243008,15.630243,0.0006423240004299125,15.105303,0.003941709365595683,15.9914055,0.0047372162688129596,0.499,1.5027493,0.22601295,1790.2231222239,116.12140661461012,11.5072019422,85.32699566585,1.0,0.8861027,0.006162652894681876,-2.6536198
573943390369245056,15.535573,0.0005978472227426492,15.008289,0.0023345606726630995,15.903295,0.0021534957950921727,,1.9219004,0.31925642,1918.57500936166,138.04734082981008,11.646787876689999,85.32560749947,1.0,0.8950052,0.0031761167601057822,-2.5255651
573943523511048448,16.31188,0.0007012441588820443,15.73797,0.003236371236273378,16.731989,0.003968545133059751,0.367,0.774174,0.14390188,1724.62572912633,148.70140969407998,12.00892794212,85.32351200508,1.0,0.99401855,0.005120883639774478,-2.9305725
573943527808196352,16.676043,0.0008910507218278831,16.077166,0.0024599119612805074,17.12241,0.0088480367614856,0.4423,0.6429709,0.15177071,1842.6541503023,218.23186091151,11.91799757018,85.33354921724,1.0,1.0452442,0.009183622454666323,-3.1026382
573943527808203776,17.10898,0.001094264892862742,16.44974,0.00611807141775882,17.622383,0.008268506546296399,,,,1931.39622169617,298.94230917161985,12.059345232589997,85.31856206198,1.0,1.1726437,0.01028586400741055,-3.057829
573943562167938432,15.773023,0.0006665232919218521,15.204585,0.003792585292659487,16.17976,0.003635460257112388,0.91,1.8688082,0.31035888,2068.72776255645,144.17305831513977,12.2234843949,85.33146372755999,1.0,0.9751749,0.005253596338046987,-2.4623785
573943630887412736,16.577835,0.0006790567068579533,15.949605,0.0036506411059834395,17.043737,0.006384835723556407,0.727,1.0346125,0.25879085,2131.45370317193,249.54301863582987,12.11507892621,85.33431391715,1.0,1.0941324,0.007354815273104965,-2.8211002
573943699606890752,15.436517,0.00044555704626736615,14.914362,0.0020497818444050638,15.791971,0.002756103086743249,0.3918,1.4815872,0.20041132,1650.30608934318,95.95012566483001,11.86753682216,85.32805984373,1.0,0.87760925,0.0034347794447982085,-2.491744
573943768326357120,16.061813,0.000657105599962045,15.5099125,0.0035559926302356007,16.447775,0.003800173968919209,0.406,1.1974453,0.21789062,1900.45438587915,154.37396659968977,11.5396935795,85.34569215001,1.0,0.9378624,0.0052044601814540846,-2.8910913
573943871405569280,15.114922,0.00038911907038593064,14.591278,0.0014002086776789,15.474231,0.002889079416026235,,2.7994986,0.363374,1927.77905521033,97.13764627744013,11.87797382813,85.35918070318,1.0,0.8829527,0.0032105084041556074,-2.1501112
573943905765304576,16.542055,0.007355832616927198,15.87886,0.021873624781306722,16.99297,0.02350393050487448,0.837,0.9652493,0.23174155,2029.36509011797,230.19328784238974,11.724924832980001,85.3621302196,1.0,1.114109,0.03210747903917971,-2.7104082
573943940125035904,17.046478,0.001020882583935151,16.413818,0.004644731398783879,17.523798,0.011347886998984426,0.189,0.31244966,0.074937165,1491.27081240368,184.27352196117,11.61859904044,85.37960597131,1.0,1.1099796,0.012261650341963295,-3.2303162
