ID,g_mag,g_mag_err,rp_mag,rp_mag_err,bp_mag,bp_mag_err,A_G,gaia_lum,gaia_lum_err,distance,distance_err,tm_ID,K_mag,K_mag_err,ra,dec,mem_prob,Bp_Rp,Bp_Rp_err,value
573931192662232064,17.015965,0.000990932326747088,16.38913,0.004359673678219622,17.494497,0.007150830892186963,0.2927,,,1800.22741221191,310.08930457657993,00480394+8504457,15.282,0.167,12.01687466897,85.07937924446999,1.0,1.1053677,0.008375030568852653,-3.2162495
573931325805158528,16.006542,0.0007652333647387072,15.412036,0.002400936597128275,16.44731,0.0031157091654006736,,,,2276.88931908875,438.01025770786964,00494029+8504454,14.183,0.065,12.41791274748,85.0792926157,0.9,1.0352736,0.003933464140778668,-2.4696798
573931394524638720,16.597054,0.0008784493552799538,15.927552,0.0049613812471452955,17.134306,0.005415051626773997,0.766,0.5615477,0.12261754,1610.03580793005,175.12681704609008,00491456+8505190,14.559,0.086,12.31085420144,85.08861566054,1.0,1.2067537,0.007344255442191041,-2.41714
573931398820661120,15.510086,0.0005893908519280322,14.988058,0.001712550908710415,15.878703,0.0028162250047527116,0.587,2.0938032,0.38582838,1970.86199126575,160.5720256248701,00484204+8505302,13.97,0.052,12.17523760294,85.0917581458,1.0,0.890645,0.0032960512575382194,-2.5155802
573931433180397184,16.64691,0.0008225484279318347,16.063868,0.002520374849226028,17.092705,0.004575471257932838,0.176,0.5364719,0.11817846,1657.5141586003,180.77878737779997,00485557+8506240,15.051,0.133,12.231641813940001,85.10670836471,1.0,1.0288372,0.005223717700333799,-3.134184
573931433180399232,16.194405,0.0007032114172084501,15.639456,0.0033518397415102305,16.596436,0.00477759964360731,0.423,1.0878754,0.23252296,1941.3259342631,191.3177850850302,00492226+8505504,14.711,0.094,12.342902638039998,85.09737102161999,1.0,0.95697975,0.005836119259179345,-2.9511433
573931467540135936,16.586979,0.0010356511593145965,15.980944,0.003382671482496829,17.050407,0.006359126223797921,0.653,0.8170739,0.21689588,1926.98508393499,249.99649271149997,00493646+8506261,14.769,0.104,12.40183593371,85.10726461329,1.0,1.0694637,0.007202843375271442,-2.9219036
573931776777775360,17.090105,0.0011616252779432358,16.444609,0.008711595577072812,17.589914,0.010315848563132498,,,,1607.00047455447,205.2918094618301,00485119+8507384,15.464,0.198,12.21340848466,85.12737758568001,1.0,1.1453056,0.013502171272649351,-3.1406221
573932567051769088,15.468031,0.0005246483219477874,14.949158,0.001732383144434434,15.827296,0.004439310340310203,0.694,2.0978649,0.3736198,1943.22662018577,152.37340510859008,00460280+8503289,14.082,0.061,11.511961209030002,85.05804523491,1.0,0.87813854,0.004765357033497661,-2.5204248
573932975072566016,16.54468,0.0007637353605660242,15.950837,0.004320650758665342,16.995935,0.004794339078730303,0.5805,0.7952627,0.20884633,1880.5770234552,242.90542036400984,00424926+8501424,14.906,0.122,10.705254486080001,85.02846118485,1.0,1.0450983,0.006453968560521188,-2.970974
573933013728367104,17.088097,0.0010861777601805821,16.445757,0.004466129001877712,17.60323,0.005650183271548589,,,,1691.38550898483,225.04952798769,00423969+8502492,15.152,0.149,10.6651070134,85.04702840025,1.0,1.1574726,0.00720214407405883,-3.092987
573933112511527424,16.735106,0.0008570980903533175,16.119047,0.003651025553782535,17.207146,0.00557542781902893,0.781,,,2358.85018126369,401.62539589129983,00424838+8502597,14.949,0.126,10.70175523982,85.04994063161,1.0,1.0880985,0.006664486698881975,-3.0001488
573933975801021568,17.192225,0.0009952550324825622,16.544514,0.004127462008326353,17.713257,0.010102296192700625,,,,1712.45570945055,240.3747885071598,00414476+8508001,15.111,0.14,10.43659486637,85.13340739470999,1.0,1.1687431,0.010912943278292567,-3.154851
573934147599785472,16.641815,0.0008167617207270668,16.041399,0.002823612232805392,17.101078,0.005462491469408507,0.192,0.48159692,0.098193616,1566.78712750979,158.1898125570399,00452653+8505017,14.868,0.112,11.36058836279,85.08387876415,1.0,1.059679,0.006149113683662789,-3.0134315
573934177663443456,15.105406,0.000357166683201667,14.597854,0.0016305354573768022,15.45153,0.002135872541782709,0.9493,2.4487913,0.31653714,1798.5536726992,94.76716836965011,00453337+8505485,13.611,0.041,11.38894659577,85.09683783063001,1.0,0.8536768,0.0026871169294439548,-2.2495308
573934250678939648,15.237832,0.00045130265450666257,14.720804,0.0017907857350797777,15.590189,0.0020975415915139837,0.709,2.1109083,0.28522825,1769.35806941681,99.83838802915011,00461686+8506437,13.848,0.051,11.570258015250001,85.11217023093,1.0,0.86938477,0.0027580054889532464,-2.3230524
573934315102406528,15.937925,0.0006581592999832771,15.404051,0.0022735855157549226,16.323307,0.00432782508664227,0.496,1.428442,0.29043865,1960.09761267839,181.08374268081002,00455976+8507087,14.298,0.077,11.498926482829999,85.11909968955,1.0,0.9192562,0.004888687050530106,-2.8361282
573934353758156928,16.227957,0.0006482161541450332,15.67338,0.0029700516512953965,16.618324,0.005171015756990212,0.411,1.1985115,0.2752794,2034.58046237305,219.06403996684003,00450776+8505450,14.409,0.083,11.282489543310001,85.09588213388001,1.0,0.9449444,0.005963271817585005,-3.029829
573934491197104128,17.318764,0.00123230653979922,16.66041,0.005866189309963262,17.846798,0.009214136712139281,,,,2204.26885897188,499.1525633762999,00451496+8507190,15.131,0.15,11.31262502948,85.12199476587,1.0,1.186388,0.0109230257882292,-3.2152214
573934525556841344,16.784906,0.0010732454278793507,16.187185,0.004322483401242214,17.242115,0.005932916022841528,0.6455,,,2111.30392447173,336.17379149273984,00452124+8507363,14.952,0.113,11.33831926671,85.12678356672,1.0,1.0549297,0.007340528270370205,-3.1743336
573934628636059776,17.024736,0.000996733850059131,16.404139,0.0061007364569986055,17.505295,0.007063051936598594,0.451,,,1893.988820807,326.05533075169,00465476+8507110,15.295,0.165,11.7282092219,85.11974831492,1.0,1.1011562,0.009333042803761325,-3.2408142
573934662995795584,15.879674,0.0006191416615748405,15.29564,0.002230490660109968,16.30643,0.00330149647049362,0.6057,1.288069,0.22803009,1817.39573282304,144.91113159383008,00470607+8507559,14.095,0.065,11.775254229509999,85.13221995880001,1.0,1.0107908,0.003984340287866942,-2.4346218
573934697355535232,16.429642,0.0008109792890197929,15.857089,0.003534135013187601,16.84405,0.004153190773421416,0.5608,1.1571299,0.3104782,2158.52993790144,273.0344263940301,00462021+8507261,14.715,0.099,11.584238776260001,85.12394782410999,1.0,0.9869604,0.005453357121248461,-3.0739536
573934761779016192,16.853151,0.0010060923489498097,16.230453,0.004257508373907502,17.32457,0.005543952325633125,0.721,,,2142.69558409907,347.52798864956003,00472105+8508159,15.07,0.146,11.83786858224,85.13777300734999,1.0,1.0941162,0.006990120524195948,-3.0956287
573934761779018368,15.410889,0.0005142252226287457,14.886947,0.0018971415513487444,15.772163,0.001744135850718565,0.508,1.4256141,0.18393803,1591.81796983612,88.10857249030005,00471832+8508358,13.923,0.054,11.8261511617,85.14331845413,1.0,0.8852167,0.0025770440298170483,-2.436739
573934903513956992,15.137473,0.00047052964492774746,14.619223,0.002519275982039907,15.500546,0.0035666547774266776,,2.4908504,0.3312919,1834.33432473612,99.65978684339007,00450167+8509015,13.681,0.036,11.256769701069999,85.15046916245,1.0,0.8813238,0.004366666666351312,-2.1779222
573934903513961600,16.202652,0.0006312807250839127,15.641792,0.0028032063402114193,16.60684,0.0038828586628846242,0.764,1.553908,0.38692534,2255.61400850952,257.4907721167101,00452075+8508186,14.7,0.094,11.33637609458,85.13856093857,1.0,0.96504784,0.004789003777586699,-2.9291363
573934937873691520,17.245552,0.001284094776113344,16.57846,0.004795306473240254,17.779928,0.009770993148780344,,,,1825.21376628926,346.3706213596397,00452643+8509362,15.358,0.177,11.36011185106,85.16014201573,1.0,1.2014675,0.01088426714509582,-3.0854626
573934967937451264,15.310416,0.0005179506458848469,14.797679,0.001460910046768572,15.664913,0.0026521415061035174,,2.924573,0.4902184,2128.42866697527,148.33790597804,00442677+8509207,13.827,0.036,11.11147276513,85.15580779248,1.0,0.86723423,0.0030278891546994227,-2.4037008
573935002297190656,16.797812,0.0009321367575075522,16.186686,0.0032840997121018497,17.265707,0.007533805711199031,0.2465,0.49481302,0.11942035,1678.17369678826,203.00900189677986,00443722+8509496,15.099,0.137,11.15464792128,85.16382543154,1.0,1.0790215,0.008218487659729289,-3.0968943
573935002297191168,16.2434,0.0007348334634735092,15.692321,0.00236194415739062,16.650414,0.005391871278756529,0.1635,0.733294,0.1281094,1640.95360093921,133.06450831924008,00450279+8509469,14.629,0.094,11.261507130839998,85.16306350136,1.0,0.9580927,0.005886514765912954,-2.995966
573935006593163776,17.245575,0.0012350686987831377,16.595934,0.005178098445130015,17.768023,0.009203005335752171,,,,1664.72622587672,286.64833573797,00444894+8510049,15.131,0.177,11.20369604027,85.16810182737,1.0,1.1720886,0.010559735352618492,-3.1956558
573935144032103936,15.167491,0.00045894217478742515,14.645112,0.0013333667078394777,15.525948,0.0026093314065094826,0.733,2.581582,0.354208,1898.39318792151,106.00059678727007,00444315+8511370,13.646,0.039,11.17976352717,85.193666961,1.0,0.88083553,0.0029302691286930355,-2.2097712
573935350190553216,15.523842,0.0006424116139109712,14.954652,0.001269564698253206,15.928388,0.002852135153281476,0.932,1.8182702,0.29589343,1835.64674393115,130.8403575765999,00440170+8509063,13.86,0.049,11.006935929330002,85.15182009755,1.0,0.9737358,0.0031219336084604204,-2.2177458
573935487629498752,15.593891,0.0005743776094502333,15.014762,0.0016083594180572249,16.01819,0.003418950579293668,0.7507,1.9461766,0.30770302,1949.67481682118,130.55948768432995,00414153+8509359,13.938,0.052,10.42297681614,85.160008967,1.0,1.0034285,0.0037783651334017316,-2.1764479
573935556348971776,15.603237,0.0005304296026902889,15.060664,0.0018299444859473798,15.982155,0.0028161458473860168,0.7153,1.9226398,0.31937242,1959.87759240015,139.84354661213024,00412342+8509550,14.146,0.057,10.34746292504,85.16530767503001,1.0,0.92149067,0.003358477967085496,-2.49306
573935586419594112,17.157354,0.0011103990546152713,16.501328,0.004234002610259899,17.668148,0.007386693242121627,,,,1725.26778541426,245.8724561081799,00414753+8509583,15.084,0.143,10.44782165242,85.16621230574,0.9,1.1668205,0.008514106832598059,-3.1271906
573935590708711808,16.577496,0.0007992323008900453,15.988388,0.0037748847828268316,17.020342,0.00767939630561706,0.058,0.46365526,0.09108648,1501.26996643963,143.98978645910006,00422557+8510014,14.753,0.103,10.60627167364,85.16709411487,1.0,1.0319538,0.008557037030558098,-3.0530815
573935792569787904,16.629753,0.0007759582885663913,16.043007,0.003296540792971068,17.085228,0.0066450229964981665,0.3775,0.70626986,0.18288147,1857.24030421162,236.79921753083977,00424478+8511000,14.647,0.096,10.686494928550001,85.18337684049,1.0,1.0422211,0.007417783484553306,-3.0668373
573935792571174784,16.429379,0.0008122923237052577,15.867613,0.002547560811770524,16.851858,0.0065988770224997845,0.22,0.6706997,0.14415038,1692.29769203319,178.20454978654993,00432305+8510207,14.847,0.116,10.845826360339998,85.17245771293,1.0,0.9842453,0.007073559503372013,-3.0838718
573935796867136384,15.503645,0.0005628140810895264,14.941464,0.0022678832544261334,15.90483,0.0028803300964122046,1.3533,2.1196768,0.34032726,1958.85642957699,133.62765626880014,00430507+8510503,13.823,0.05,10.77102549949,85.1806841337,1.0,0.96336555,0.003666005444622854,-2.2364368
573935826929531136,16.329538,0.0006964892299317173,15.7554865,0.00326460114817771,16.744635,0.006150460495606877,0.2173,0.62446463,0.11408597,1572.82105650468,136.4664470728901,00430540+8511362,14.49,0.08,10.772353092189999,85.19343128153001,1.0,0.98914814,0.006963173483743171,-2.9656458
573935831226864128,15.378293,0.0004576675638915747,14.855422,0.0015802384730587019,15.730247,0.002753268629759605,1.011,2.3111897,0.35348868,1968.81209346873,125.53470559847028,00424879+8511467,13.748,0.055,10.70275732829,85.19634842491999,1.0,0.8748245,0.003174530166710222,-2.4431143
573935831226868736,15.943194,0.0006776760481479906,15.396638,0.001924694665233186,16.333715,0.0037060297582258268,,1.3267944,0.2564342,1902.01175541558,166.70647305549983,00430505+8511241,14.304,0.076,10.77069342814,85.19006867219,1.0,0.9370775,0.004176015579859882,-2.7745667
573935865586607360,15.601929,0.0006088334724354253,15.078986,0.0016924194722490594,15.960903,0.0037964344708656295,0.43,1.5148184,0.22759163,1784.7072599497,115.76361804552994,00433869+8511302,14.171,0.069,10.91099664437,85.19178584705,1.0,0.881917,0.0041565849397822464,-2.640153
573935865586608256,15.737697,0.000677303408410569,15.202443,0.0016060572148793146,16.113478,0.003690937392327913,0.7073,2.0724342,0.3990376,2143.08992275978,178.66860558185,00435800+8511295,14.244,0.07,10.99149839855,85.19158352674,1.0,0.9110346,0.004025225287055406,-2.66673
573935865586610560,15.817657,0.0006626214151171096,15.288271,0.0018156393186714872,16.190357,0.0033987452949028564,0.5243,1.6891037,0.31347716,2020.7235093008,164.5260638308398,00435691+8511192,14.273,0.069,10.98688555477,85.18866485366,1.0,0.90208626,0.0038533123043856914,-2.7802467
573935865586611456,16.800226,0.0010360841592573849,16.13318,0.005899586709445356,17.315054,0.005030905848336431,,0.5295906,0.12799317,1706.35140405004,205.81812019335007,00435299+8511149,14.655,0.095,10.970594553239998,85.18751460082,1.0,1.1818733,0.0077533951915976776,-2.7136145
573935899946338816,16.464338,0.000977425671092882,15.813575,0.002567277137004605,16.96973,0.004991418361499258,,0.94318044,0.23450798,1935.89811269042,232.55366599834997,00435461+8512182,14.456,0.081,10.9774760299,85.20510857890001,1.0,1.1561556,0.005612946566438922,-2.4741678
573935934306072576,16.88968,0.000907660584327311,16.27605,0.004567566693006351,17.352251,0.0071361850962451,0.3365,0.5384428,0.14082646,1810.21080196851,235.1882107818401,00430101+8512314,14.872,0.113,10.754092102720001,85.2087681943,1.0,1.0762005,0.008472768332896377,-3.1993427
573935934306082432,16.754572,0.0009965552248437978,16.162659,0.00314170601704047,17.20353,0.008272085681465832,0.0227,0.39174473,0.08194396,1489.39671192134,156.95535982655997,00433075+8511446,15.131,0.153,10.877916148569998,85.19577546138001,1.0,1.0408707,0.008848599788611774,-3.1967201
573936003025561344,15.313875,0.00046614994348847605,14.77677,0.002311187811053328,15.66594,0.0034695902718539337,0.9905,2.382782,0.35254097,1916.17561705234,118.19604118896996,00422596+8511070,13.692,0.054,10.60804295937,85.18529254573001,1.0,0.88917065,0.004168890230325683,-2.3248987
573936037385290496,15.4242525,0.0005615862948619978,14.905533,0.002127587582145848,15.779382,0.003129985854750151,0.39,1.7402543,0.23539674,1763.221639341,102.9965149281802,00422257+8512067,13.957,0.053,10.59388818146,85.20190429879001,1.0,0.8738489,0.0037846321314808453,-2.492732
573936037385290880,15.147632,0.0004297575379229079,14.626605,0.001494978068633483,15.50255,0.0021970658818031307,,2.3108199,0.29552436,1793.46078612214,93.21296116963003,00420839+8512008,13.611,0.039,10.5346558067,85.20025930428001,1.0,0.8759451,0.0026574532761044862,-2.208251
573936071745021696,15.395793,0.0005072290625751241,14.86777,0.0016458408499437267,15.759733,0.002062092994715439,0.7133,2.0472083,0.2800436,1865.64752072954,104.57277545444003,00411586+8512321,13.839,0.046,10.31583235851,85.20897489738,1.0,0.891963,0.0026383744279760554,-2.3963451
573936106104757504,16.805616,0.0008176999341735023,16.206196,0.00345932324576195,17.270172,0.007671409840224506,0.353,0.62478286,0.16027594,1891.37465055238,237.25282684306012,00414144+8512561,14.818,0.107,10.422487655060001,85.2155867617,1.0,1.0639763,0.008415310229300069,-3.1611185
573936174824224128,15.727356,0.0006267269962765648,15.19658,0.001699991693609777,16.089205,0.00421418694036091,0.1747,1.1316493,0.15844083,1630.28560210194,103.00737705738993,00422031+8514023,14.192,0.055,10.58447603097,85.23402025465,1.0,0.89262486,0.0045441548528467515,-2.7254257
573936724580102784,15.719478,0.0005379534889728179,15.181372,0.0023785939462415253,16.097454,0.002923479264382749,0.6167,1.5241565,0.26936543,1845.65870620289,146.04018775660006,00515523+8507520,14.201,0.065,12.979813733769998,85.13112701789001,1.0,0.9160824,0.0037688778396722717,-2.6295815
573936758939840384,16.551605,0.0008362783724943088,15.975938,0.004136336934786922,16.99161,0.003142223893835966,0.2757,0.6694771,0.15143192,1757.3308387991,194.55289019182987,00511448+8507568,14.98,0.125,12.8100577966,85.13247079521999,1.0,1.0156717,0.005194502308891212,-3.0882492
573936827659322368,15.64513,0.0006674319024368667,15.117181,0.0024085113952226405,16.014448,0.0030718899482906925,0.524,1.386002,0.20718455,1721.23870322391,112.46547322745982,00533886+8507035,14.125,0.055,13.412159264809999,85.11766593109,1.0,0.89726734,0.0039035157224387744,-2.6257906
573936930738529536,15.297494,0.00046722523753977776,14.75697,0.0023446533655474204,15.672867,0.003234074816903479,,2.6497412,0.39085865,1997.46439944756,120.41434916933986,00524995+8508459,13.822,0.06,13.207850659470001,85.14610314734999,1.0,0.9158964,0.003994576238589284,-2.2082958
573937132600979584,17.225683,0.001064904951365407,16.567505,0.00583897364805469,17.768473,0.010411433402480862,,,,1758.58710202691,305.95915851976997,00515804+8509279,15.343,0.167,12.99166448887,85.1578181955,0.9,1.2009678,0.011936982816313816,-3.0674667
573937171256694528,15.429523,0.0005495854763685037,14.911342,0.0018289815834628207,15.785266,0.0022673352720956295,0.6907,2.02127,0.31351316,1889.32193709772,124.95030274681017,00513311+8509267,13.995,0.044,12.887888487519998,85.15745013137,1.0,0.87392426,0.002913071037365057,-2.4977207
573937171256694784,16.613052,0.0009165373293820749,16.02334,0.0035731263039369843,17.058859,0.004919540600519127,0.3615,0.7241828,0.18204135,1857.30742733164,228.86973484067016,00512111+8509229,14.886,0.111,12.8385302127,85.15639516115,1.0,1.0355186,0.006080222964994168,-3.0752707
573937373119131776,16.660847,0.0008477518648952522,16.047457,0.004065959694830679,17.120111,0.0063471467733372125,,0.7968213,0.20914668,1965.2605448684,250.14106752665998,00501504+8507234,14.732,0.106,12.5623924081,85.12319953588,1.0,1.0726547,0.0075377914804186895,-2.9838047
573937583573552256,16.803959,0.0009968945568728804,16.191782,0.005621118835446709,17.262741,0.0068407249798334135,0.25,0.48882404,0.12048268,1675.66336515728,207.77167048153,00494093+8509434,15.09,0.137,12.42033476486,85.16207411986,1.0,1.0709591,0.008853953648621085,-3.133276
573937617933360256,17.05245,0.001022009158469424,16.424084,0.005128436136791131,17.545425,0.00816861954181076,0.2853,0.4201613,0.12207019,1709.21951040695,258.55797796623006,00493085+8510117,15.09,0.132,12.378526174089998,85.16998112883,1.0,1.1213417,0.00964506103806491,-3.192832
573937686652765824,15.68588,0.0006074590620998758,15.152357,0.0018276536293517045,16.058071,0.0024186630972147494,0.488,1.385049,0.19112742,1741.17660821032,101.78271258677,00483113+8509399,14.05,0.061,12.12972647577,85.16109929301,1.0,0.90571404,0.0030315423412367016,-2.6348648
573937686652767232,16.503435,0.0007739656902404203,15.821569,0.006704240060479576,16.970343,0.010105519454964245,0.8685,0.9670006,0.23218274,1982.76478383498,226.93515315675972,00485721+8509354,14.45,0.116,12.238030582419999,85.15985514926999,1.0,1.1487732,0.012127174371765257,-2.5409489
573937686652769152,16.937029,0.0008860305821749958,16.318636,0.00456486243251998,17.405329,0.0057337734417772235,0.0227,0.39375317,0.09954178,1598.98914463099,206.60357914710994,00484808+8509090,14.877,0.113,12.20016334358,85.15256027833,0.9,1.0866928,0.007328992216496212,-3.207344
573937686652769792,15.855135,0.00057053946195769,15.319768,0.002672496784201259,16.238966,0.002468482813463395,0.5155,1.4834918,0.25786936,1931.94540182681,147.11636259555985,00490994+8509091,14.265,0.062,12.291193487560001,85.15257173444,1.0,0.91919804,0.003638082800312581,-2.7535553
573937716716525184,16.254305,0.000831846776401764,15.68033,0.005337047894103815,16.657887,0.004425060084926602,0.2485,0.76199913,0.13378245,1672.64854874722,135.66274425602,00475833+8509270,14.531,0.079,11.993357721730002,85.15748739677,1.0,0.9775562,0.006932909705107127,-2.9338818
573937755372238208,16.434046,0.0006992817683513407,15.860777,0.004458035501318895,16.844505,0.00540660772767839,0.2905,0.8259885,0.1778785,1867.77999601749,191.41434940811018,00481095+8510127,14.658,0.096,12.04571632457,85.17019738772,1.0,0.9837284,0.007007530781381648,-3.090477
573937789731976448,15.991871,0.0007039150814228377,15.442619,0.0025127610881376257,16.382795,0.0034513010161872615,0.522,1.432681,0.28014112,2012.04600724632,175.34463558375023,00483338+8510186,14.289,0.066,12.13917612288,85.1718486363,1.0,0.940176,0.004269127193044711,-2.8116245
573937789731978112,16.362452,0.0006976910460785118,15.790815,0.003207922936622253,16.772604,0.004027355553636445,,1.3405354,0.35261393,2245.5292397525,273.64689275155024,00485503+8510147,14.522,0.072,12.229032680420001,85.1708028561,1.0,0.98178864,0.005148821449876996,-3.0261574
573937789731978240,15.599418,0.0006240705508680063,15.072874,0.0022478014507856213,15.957967,0.0027275691549210166,0.6795,1.8470595,0.2953093,1932.92622047132,131.85142422042009,00490296+8510164,14.093,0.07,12.262051748020001,85.17125557890999,1.0,0.88509274,0.0035344369929354367,-2.6257334
573937789731978624,16.973406,0.0009628458037794776,16.328081,0.007448816394537811,17.461933,0.006820895230444618,0.5962,,,2178.61527856561,357.5527137589902,00483837+8510072,14.88,0.109,12.16037452967,85.16870176339,0.9,1.133852,0.01009997412987961,-3.0668736
573937789731979264,15.381099,0.000536790525666273,14.86755,0.0013165085882218437,15.729967,0.0020745210680394354,0.39,1.7345086,0.23178422,1723.9331788835,96.87507457433003,00485724+8510045,13.92,0.058,12.23844718867,85.16796304324001,1.0,0.8624172,0.0024569966472507347,-2.492447
573937858451450240,16.137651,0.0006472016986014368,15.591987,0.002366849006057468,16.525019,0.003600919789857059,0.4107,1.0224897,0.19222403,1829.363606902,156.9705594261402,00482636+8510353,14.608,0.092,12.109991844819998,85.17648211241999,1.0,0.93303204,0.0043091295583283905,-2.9841948
573937892811180672,15.745643,0.0005329274796751051,15.214844,0.0024235913131116092,16.117783,0.0031397767694209275,0.449,1.3222078,0.19654882,1752.14899310327,112.8663423288101,00481667+8511393,14.124,0.058,12.069335956400002,85.19430155893001,0.9,0.90293884,0.003966357650891479,-2.7050352
573937995890404096,15.326382,0.00047933548124572004,14.80348,0.0017995074856687935,15.67653,0.00203262879008441,0.4205,2.213026,0.30726576,1885.66892208267,107.36978987913994,00494609+8510523,13.773,0.06,12.44209563507,85.18122394291,1.0,0.87304974,0.0027147388436566115,-2.3978586
573937995890409088,15.175327,0.0005131745343416947,14.657159,0.0021524577003464414,15.528942,0.0018274355261067067,,2.723604,0.36991382,1946.91298196947,105.8955653370299,00495737+8510235,13.688,0.054,12.488823600380002,85.1732183696,1.0,0.87178326,0.002823578359787025,-2.2515535
573938030250133504,15.509252,0.0005982440271386958,14.990998,0.0021108328345833304,15.864716,0.002890273660099439,0.4157,1.5763208,0.21699345,1744.26089844861,101.54950085487985,00494467+8512030,13.964,0.045,12.43604036816,85.20087379365,1.0,0.8737173,0.0035790078353951263,-2.5782251
573938064609881600,15.257692,0.0005411226615862538,14.732877,0.00182086633568761,15.621768,0.002213905190283304,,2.2353482,0.31498718,1837.12356395834,108.00041927749021,00511183+8511097,13.809,0.039,12.79918817638,85.18603144896,1.0,0.8888912,0.00286651886510516,-2.269764
573938094673670784,16.86274,0.0008591181486704292,16.246523,0.003687511504065272,17.333904,0.005683179790355959,0.1667,0.44321758,0.10110134,1637.75946109562,186.66155087018,00503746+8512140,15.335,0.178,12.655818410310001,85.2039569206,1.0,1.0873814,0.006774678857490155,-3.1304722
573938129033408256,16.113321,0.0007251915028487505,15.507432,0.0027116844947841466,16.575262,0.00398110400064562,0.678,0.8890528,0.1423629,1656.63047536884,119.96250492543004,00501476+8512087,14.352,0.064,12.561312437060002,85.20245245818,1.0,1.0678301,0.004816889230946599,-2.4543715
573938167689077632,15.493878,0.0006142982634236441,14.976672,0.0022837975692715775,15.84635,0.0033595212061380774,0.39,1.7555554,0.25099242,1817.39307760726,109.47257594535995,00495333+8513036,14.056,0.042,12.472231105510001,85.21768951778,1.0,0.86967754,0.004062279418245649,-2.578001
573938167689080576,17.087673,0.0012124385865868539,16.451147,0.005608721986212953,17.587807,0.008128303619051175,,,,1708.83738626471,229.42430188639014,00500118+8512511,14.964,0.117,12.50476779012,85.21423494934,1.0,1.1366596,0.00987558008635994,-3.1706123
573938236408562304,15.794936,0.0006649741847077175,15.26849,0.0034214679003086047,16.162094,0.002940088269845402,0.2503,1.0301377,0.14793628,1602.43716128895,101.96438325537997,00492295+8512080,14.38,0.078,12.34562950023,85.20226234302,1.0,0.8936043,0.004511159676549335,-2.7893333
573938236408563456,15.8847275,0.0007582595605232691,15.351562,0.0028519172728753792,16.263718,0.004258553522566057,0.2897,0.9843376,0.14856416,1618.88051915872,109.49438295644995,00491926+8512000,14.294,0.073,12.33004682971,85.20002077592,1.0,0.9121561,0.005125300989784377,-2.809555
573938236408568704,17.040442,0.0009802386070517173,16.413687,0.006201536784877771,17.521944,0.006277214904864877,0.3965,,,1922.13948419325,296.7138165792601,00493423+8511280,15.091,0.143,12.3924013076,85.19115785804,1.0,1.1082573,0.008823972203948168,-3.2298899
573938236408649856,15.902047,0.0005806515363962269,15.3773365,0.001885464836178683,16.275402,0.003520967448545015,0.3197,1.2573302,0.21065998,1829.5545171266,135.59554236309987,00490616+8512049,14.395,0.077,12.275470492230001,85.20138302705999,1.0,0.89806557,0.003994019206536181,-2.879715
573938270766739712,17.418346,0.0014392271932067017,16.739864,0.006143210104926495,17.95606,0.011465648764859202,,,,1784.05001482728,322.7947216100001,00481918+8511490,15.269,0.171,12.079894875980001,85.19693035015,1.0,1.2161961,0.013007695106835351,-3.203024
573938270768304256,15.397902,0.0005642898192436315,14.841897,0.008206862233898583,15.736149,0.005446651254622315,,2.3598945,0.3683772,1974.08684018593,129.23930432198017,00484260+8511359,13.732,0.05,12.177902790569998,85.19335009785,1.0,0.8942518,0.009849801907432945,-2.3898706
573938305128027776,15.918136,0.0005942812975154653,15.381435,0.0022201441683593155,16.29923,0.004111970842454615,0.532,1.3502614,0.23348117,1898.32574389671,144.53197018888,00482244+8513023,14.313,0.076,12.09331945641,85.21732977830999,1.0,0.9177952,0.004673044439923163,-2.8218174
573938335191841664,16.134,0.0007026870350615727,15.5783415,0.002971351337034045,16.53228,0.004137137121702406,0.506,1.2797443,0.27203262,2020.40882609744,195.00477213445993,00492432+8512521,14.507,0.092,12.35114948211,85.21448906665,1.0,0.9539385,0.005093607006028447,-2.9021444
573938369551583616,16.189003,0.0006528740036043314,15.635212,0.003602254352211109,16.590233,0.004292821350831558,0.6295,1.4135067,0.31049752,2160.95017202226,211.81831679463994,00490866+8513263,14.494,0.078,12.28613689327,85.22399128059,1.0,0.9550209,0.0056039764068185685,-2.9530878
573938373845908864,17.005175,0.001019593973777164,16.357601,0.005291869463837357,17.499748,0.01001399997444947,0.2985,0.40417257,0.09762296,1656.39327425471,201.19936453623018,00492585+8513454,14.983,0.124,12.35765161888,85.22926734673,0.9,1.1421471,0.011326256129479337,-3.0675364
573938408207238528,16.151297,0.0007977800338057809,15.551602,0.0027317011148727333,16.596384,0.005121370040600571,0.8183,1.0958642,0.20719087,1906.04622958127,162.37322132960026,00484347+8513359,14.28,0.058,12.181394891970001,85.22667259941,1.0,1.0447817,0.00580436233136406,-2.5787783
573938438271146752,17.404057,0.0012194041572337088,16.72207,0.008425451297435178,17.902994,0.016916151480904258,,,,2091.70438259409,428.3012535452599,00482891+8514343,15.191,0.162,12.12020219196,85.24288538409999,1.0,1.1809235,0.01889826474812837,-3.3210068
573938442566970752,16.759537,0.0010026911096845544,16.082108,0.004525399752690634,17.301186,0.008748394310362282,0.981,0.72626424,0.19775885,1972.40275008279,261.3116033567501,00484519+8514113,14.649,0.091,12.18819465346,85.23648031002,1.0,1.2190781,0.009849550544630532,-2.5334072
