ID,g_mag,g_mag_err,rp_mag,rp_mag_err,bp_mag,bp_mag_err,A_G,gaia_lum,gaia_lum_err,distance,distance_err,ra,dec,mem_prob,Bp_Rp,Bp_Rp_err,value
2051093964723785728,17.651493,0.0014579086210452434,17.01554,0.006824981830294159,18.10708,0.011074069292268549,,,,4248.2576518152,1918.21690672748,290.26491317862,37.53420505644,1.0,1.0915413,0.013008281503481182,-2.2945757
2051094651916144000,17.858221,0.001405501434492905,17.234682,0.011349146558095238,18.356642,0.018618316102547414,,,,3727.97911112068,1790.56229176857,290.32507277668,37.612003361940005,1.0,1.1219597,0.02180469724833393,-2.3872347
2051095510911971200,17.613068,0.001312602588510286,17.018728,0.00580358826164939,18.068083,0.013272732865456648,,,,4538.91152228047,1973.5352200937195,290.17308336384997,37.51014929497,1.0,1.0493546,0.014486099351741572,-2.4143505
2051095549571001728,17.784054,0.00118028962196842,17.164711,0.007110706115508259,18.286888,0.01852198070899261,,,,3689.43414837128,1818.6492654116296,290.17528480812,37.51848846869,1.0,1.1221771,0.019840007833804425,-2.312252
2051095996247624192,17.997917,0.0016082276322245226,17.199291,0.025370419746324226,18.40356,0.03087502431932301,,,,4030.74518256213,1979.8464490248498,290.15651184612005,37.57165681598,1.0,1.2042694,0.0399615480784149,-2.2182693
2051096438624967040,17.354439,0.0011024243163056807,16.72869,0.005594195159238433,17.848618,0.013135715961973164,,,,4089.77170908372,1720.1876222532896,290.06686336817995,37.552967752,1.0,1.1199284,0.014277326546426094,-1.8910694
2051096782224365440,17.640541,0.0014178807628195645,17.02293,0.006726028002325889,18.10418,0.012813868605155324,,,,4550.89861412992,1989.9878737851395,290.15537630942003,37.59663563586,1.0,1.0812492,0.014471858253806152,-2.322219
2051096786521628160,17.918394,0.0016978287599319906,17.302958,0.006575812514679237,18.411999,0.015851854706471345,,,,3395.98467728777,1623.7271707325099,290.16022615299,37.598973648459996,1.0,1.1090412,0.017161660987890705,-2.4958515
2051097061399534080,17.900122,0.001528157090652271,17.24305,0.01016374845869176,18.331873,0.020709993033524346,,,,4016.36227636363,1994.3126329902102,290.13533927292,37.62370270865,1.0,1.0888233,0.023069581577917404,-2.5533962
2051097164478755200,17.680508,0.0013715741148520814,17.034464,0.0047706318362138065,18.20438,0.016721300609550287,,,,5307.82679217216,2256.78096654839,290.2131009388,37.55268140765,1.0,1.1699162,0.0173885255899298,-2.029684
2051097297618465280,17.84399,0.0014766957218123155,17.155499,0.006204797209511319,18.356476,0.016946447879879215,,,,2994.47582418118,1465.3022521910502,290.23063612106,37.57684453331,1.0,1.2009773,0.018046650773942022,-2.0766878
2051097473716425088,17.354353,0.0012845499079511382,16.71254,0.007917728697034774,17.821405,0.013324021437447769,,,,4425.18071375357,1749.8591868693602,290.21160075695997,37.592030188449996,1.0,1.1088657,0.015499031420879683,-1.9324684
2051097641215894144,17.759485,0.0013917811607665337,17.108438,0.006823379876334226,18.24684,0.018185519708092433,,,,3363.68448773343,1606.10452429911,290.19873005168,37.61353774387,1.0,1.138401,0.019423481664989445,-2.2268438
2051097744295105024,17.345505,0.001035929644184903,16.71149,0.005671592159403053,17.837934,0.011865076709279632,,,,4042.56039700925,1663.04298066603,290.26576904268995,37.60810677942,1.0,1.1264439,0.013150931637708871,-1.8577023
