KIC ID|RA Dec
KIC 11508969|292.7137079583275 +49.4766280059056
KIC 11508970|292.7139839658607 +49.4999607443534
KIC 11509207|292.8356700249241 +49.4280519339617
KIC 11509277|292.8679383537426 +49.4588284916445
KIC 11509327|292.8943966225004 +49.4705957253706
KIC 11509608|293.0362753881496 +49.4471662750959
KIC 11509792|293.1203247475423 +49.4766032461892
KIC 11511693|293.9876921768650 +49.4871571980794
KIC 11512096|294.1578283795369 +49.4529811350846
KIC 11512662|294.4112312338805 +49.4573079456736
KIC 11512734|294.4444992221818 +49.4718714133172
KIC 11512817|294.4755333786114 +49.4284335781707
KIC 11512864|294.4949960790013 +49.4934630926506
KIC 11512915|294.5158749508158 +49.4952710840494
KIC 11513366|294.7295263519866 +49.4284633941587
KIC 11513798|294.9162493902722 +49.4020205961575
KIC 11513862|294.9474034622778 +49.4377097307609
KIC 11514221|295.1096447982527 +49.4263362153747
KIC 11514322|295.1542281340866 +49.4053943618865
KIC 11515176|295.5176819060175 +49.4709862176445
KIC 11515377|295.6089171393508 +49.4601239396243
KIC 11515424|295.6282405237118 +49.4980343190616
KIC 11515497|295.6598567532315 +49.4437786156377
KIC 11515918|295.8124851897412 +49.4774260413675
KIC 11516093|295.8757306742733 +49.4909295081719
KIC 11516163|295.8960482300817 +49.4799300829897
KIC 11516393|295.9847941941309 +49.4276712255309
KIC 11517088|296.2680172762346 +49.4173279465847
KIC 11517291|296.3469427743260 +49.4399984368947
KIC 11517524|296.4300628151907 +49.4981837425370
KIC 11517707|296.5021796188754 +49.4832913119928
KIC 11517847|296.5603119897112 +49.4559277161511
KIC 11518457|296.7909758187388 +49.4402029602995
KIC 11518492|296.8010578318784 +49.4075555873722
KIC 11518610|296.8478833136102 +49.4231793554076
KIC 11518639|296.8564798102071 +49.4564754166125
KIC 11518690|296.8774848673592 +49.4023949022463
KIC 11518762|296.9032099442730 +49.4570886467153
KIC 11518778|296.9071773686021 +49.4002868125842
KIC 11518990|296.9821234533025 +49.4093215985386
KIC 11519087|297.0187215785146 +49.4055368412345
KIC 11519405|297.1372674190884 +49.4063920594182
KIC 11519450|297.1590147696232 +49.4443838177714
KIC 11519735|297.2623122758573 +49.4036970922963
KIC 11519991|297.3526437542784 +49.4010638003739
KIC 11520578|297.5674837383600 +49.4897302588179
KIC 11520642|297.5949849605050 +49.4618688429417
KIC 11520923|297.7116531555993 +49.4562627581448
KIC 11521078|297.7799437411479 +49.4400769928516
KIC 11521155|297.8137106618971 +49.4074497887205
KIC 11521197|297.8279242000634 +49.4309105998436
KIC 11521352|297.8911180123980 +49.4587142183687
KIC 11521547|297.9616652683418 +49.4070982156830
KIC 11521644|298.0023142749740 +49.4319646806647
KIC 11521653|298.0053216819795 +49.4483122354899
KIC 11546913|284.2755885180604 +49.5385609699549
KIC 11546972|284.3163827626680 +49.5925784908511
KIC 11547411|284.6602805160632 +49.5376699495724
KIC 11547584|284.7895391161081 +49.5093910074479
KIC 11547964|285.0687565619448 +49.5477229351346
KIC 11548940|285.7109621450958 +49.5418258229184
KIC 11548981|285.7296182285344 +49.5971718910425
KIC 11549468|286.0237954536150 +49.5959811666453
KIC 11549504|286.0412335536283 +49.5350798029086
KIC 11550492|286.7495877697670 +49.5401126142538
KIC 11550567|286.8027128389830 +49.5034186140782
KIC 11550935|287.0827574880809 +49.5033973955703
KIC 11551125|287.2202520939975 +49.5719555379569
KIC 11551628|287.5550582630120 +49.5132567747339
KIC 11551746|287.6477227470460 +49.5515210067622
KIC 11551758|287.6559512257294 +49.5814870800553
KIC 11554144|289.0576810514700 +49.5440088252024
KIC 11554718|289.3774906575456 +49.5521558805011
KIC 11554793|289.4137783148386 +49.5916372283419
KIC 11555225|289.63723500 +49.56467100
KIC 11555266|289.6575473908193 +49.5992572773839
KIC 11555305|289.6711804075438 +49.5983456943453
KIC 11557992|291.2057742480890 +49.5029734355797
KIC 11558127|291.2814813985769 +49.5268853018284
KIC 11558247|291.3642199575062 +49.5579538085231
KIC 11558405|291.4568241824879 +49.5472363726833
KIC 11559187|291.9175629114267 +49.5683244412133
KIC 11559206|291.9302006541475 +49.5016001168644
KIC 11559478|292.0706147923387 +49.5334023540068
KIC 11559552|292.1023339485606 +49.5741055956645
KIC 11559643|292.1498031942217 +49.5502502525097
KIC 11559645|292.1512990480028 +49.5916434696411
KIC 11559818|292.2390283731314 +49.5832195642971
KIC 11560054|292.3710410672915 +49.5370314294261
KIC 11560127|292.4130942615508 +49.5174219642898
KIC 11560207|292.4563394424382 +49.5760398328060
KIC 11560465|292.5866625161502 +49.5678052708196
KIC 11560657|292.6734510719076 +49.5592700965802
KIC 11560861|292.7819125723697 +49.5532904002213
KIC 11560939|292.8331988324048 +49.5680733463507
KIC 11560948|292.8369832351710 +49.5709075707617
KIC 11561367|293.0614513609338 +49.5406664958417
KIC 11561379|293.0684580089630 +49.5292124308862
KIC 11563791|294.2175235989998 +49.5998276664629
KIC 11563807|294.2255135900234 +49.5468831975283
KIC 11564024|294.3235576733976 +49.5268135794636
KIC 11564092|294.3539081709198 +49.5523136616060
KIC 11564307|294.4360839650492 +49.5076988251273
KIC 11564309|294.4389921566684 +49.5188708896653
KIC 11564401|294.4847199852675 +49.5678813734304
KIC 11564787|294.6459028314346 +49.5514739598684
KIC 11565235|294.8426198696779 +49.5439923821328
KIC 11565353|294.8910071686304 +49.5327081574419
KIC 11565516|294.9557008012087 +49.5752026811661
KIC 11565903|295.1405596794444 +49.5570829527283
KIC 11566038|295.2002881226004 +49.5637634201003
KIC 11566089|295.2258875792339 +49.5188868431542
KIC 11566213|295.2876928663621 +49.5988291024125
KIC 11566273|295.3101466432395 +49.5548530803001
KIC 11566360|295.3412983032816 +49.5990297875847
KIC 11566466|295.3902579772222 +49.5246654720226
KIC 11567392|295.7710022625018 +49.5161368104044
KIC 11567563|295.8413156533634 +49.5315325015486
KIC 11567572|295.8481831674341 +49.5694744222221
KIC 11568605|296.2573397097241 +49.5317267966737
KIC 11568892|296.3817057856280 +49.5511079381322
KIC 11569072|296.4519923938483 +49.5813888705310
KIC 11569580|296.649140 +49.525551
KIC 11569629|296.6709967520579 +49.5845131603164
KIC 11569659|296.6828432793071 +49.5724843961446
KIC 11570459|296.9675799553723 +49.5883900379381
KIC 11570561|297.0070625727822 +49.5429010569869
KIC 11570886|297.1308358385579 +49.5728839222186
KIC 11571423|297.3409930996421 +49.5234244809909
KIC 11571429|297.3462702388242 +49.5367448764724
KIC 11571481|297.3644326170634 +49.5266001626114
KIC 11571608|297.4152191306637 +49.5064629805517
KIC 11571931|297.5423740931444 +49.5742373926431
KIC 11572172|297.6345130765567 +49.5063442843437
KIC 11572700|297.8575170568296 +49.5045770644214
KIC 11572989|297.9945322270891 +49.5725279393424
KIC 11597759|283.9389819946573 +49.6423565346377
KIC 11598116|284.1812154155036 +49.6363639013478
KIC 11598312|284.3236769909905 +49.6774536754674
KIC 11598459|284.4368265301665 +49.6999661200236
KIC 11598493|284.4611657176013 +49.6655436205372
KIC 11598682|284.5825138375829 +49.6845880227258
KIC 11599067|284.8730927117052 +49.6326691812279
KIC 11599342|285.0455586757876 +49.6380655141829
KIC 11599438|285.1279766338792 +49.6719966009178
KIC 11599499|285.1712496081786 +49.6061514100628
KIC 11599687|285.2955514298423 +49.6210031615592
KIC 11599801|285.3643281773912 +49.6316126623897
KIC 11600024|285.5144657273428 +49.6389866241003
KIC 11600208|285.6218153264950 +49.6597648930323
KIC 11600255|285.6566459943762 +49.6285071720630
KIC 11600413|285.7674798302414 +49.6638822977063
KIC 11600442|285.7807256600838 +49.6747252614359
KIC 11600604|285.8872183820895 +49.6878028314207
KIC 11601083|286.1535328091833 +49.6956963601908
KIC 11601202|286.2128520921734 +49.6650447955197
KIC 11601276|286.2540151049195 +49.6450795445604
KIC 11601378|286.3231029912452 +49.6019602070366
KIC 11601529|286.4328257514641 +49.6605778287651
KIC 11602793|287.3188993642586 +49.6428220766241
KIC 11603064|287.4897079867986 +49.6808052066663
KIC 11603261|287.6247794151133 +49.6928851077273
KIC 11604839|288.5690445157105 +49.6876293912775
KIC 11605065|288.7040278362396 +49.6481090114358
KIC 11605089|288.7214487597721 +49.6949178967397
KIC 11605129|288.7478389371824 +49.6480610070584
KIC 11605355|288.8651850239257 +49.6042695648932
KIC 11605664|289.0342373540997 +49.6687962012966
KIC 11605924|289.1887858339703 +49.6799122034978
KIC 11606064|289.2602362591525 +49.6628622399283
KIC 11606356|289.4231822770120 +49.6086941305361
KIC 11606423|289.4627744786021 +49.6860821808025
KIC 11606451|289.4765845527591 +49.6284179515273
KIC 11606796|289.6622356841295 +49.6227984220633
KIC 11606953|289.7404684485275 +49.6910930143450
KIC 11606959|289.7430235510896 +49.6770569056849
KIC 11607019|289.7724990016269 +49.6165854907609
KIC 11607216|289.8883039380784 +49.6744546278286
KIC 11607432|290.0030346345958 +49.6443432912864
KIC 11610409|291.6756209656559 +49.6528958149583
KIC 11610567|291.7708720023879 +49.6716230632786
KIC 11611283|292.1619994641970 +49.6116013878817
KIC 11611663|292.3611928218288 +49.6745601383830
KIC 11611737|292.3985457790764 +49.6714726389222
KIC 11612112|292.5833806538387 +49.6148594085210
KIC 11612135|292.5963699315327 +49.6060243419837
KIC 11612171|292.6149963037566 +49.6963190913837
KIC 11612200|292.6321766874166 +49.6217036406653
KIC 11612320|292.7011300956074 +49.6631976953041
KIC 11612434|292.7735786470651 +49.6371550739828
KIC 11612476|292.7914395406106 +49.6187926983502
KIC 11612501|292.8035724337037 +49.6076437389286
KIC 11612601|292.8549526897900 +49.6161183339539
KIC 11612603|292.8568958689591 +49.6392179716545
KIC 11614637|293.8876316578508 +49.6663133369542
KIC 11614798|293.9561195779571 +49.6731250019481
KIC 11614827|293.9655839385966 +49.6602274340480
KIC 11615224|294.1414182708278 +49.6430658247994
KIC 11615498|294.2616597037072 +49.6821148192559
KIC 11615509|294.2669800731813 +49.6481605729661
KIC 11615560|294.2881571811225 +49.6815572727139
KIC 11615617|294.3158532089867 +49.6128567593634
KIC 11615682|294.3453080400307 +49.6424361304470
KIC 11615760|294.3875254944169 +49.6460134702769
KIC 11615890|294.4453731450177 +49.6187049558562
KIC 11615944|294.4680567892549 +49.6942290772219
KIC 11615984|294.4814359864629 +49.6716573389528
KIC 11616096|294.5291972753607 +49.6585787489861
KIC 11616373|294.6592318911191 +49.6427501421703
KIC 11616626|294.7637144157416 +49.6584799652247
KIC 11616734|294.8177644423046 +49.6100576285572
KIC 11617501|295.1319349715562 +49.6444725620327
KIC 11617525|295.1405941153792 +49.6561653821325
KIC 11617556|295.1556580486988 +49.6923945444735
KIC 11617622|295.1877982844379 +49.6759377466532
KIC 11617751|295.2413486999508 +49.6460668851587
KIC 11617824|295.2706548575774 +49.6341071924337
KIC 11618103|295.3973034995104 +49.6953506278349
KIC 11618522|295.5556820361887 +49.6665166324643
KIC 11618787|295.6516018971167 +49.6793553497811
KIC 11619673|295.9823629439823 +49.6860473810044
KIC 11619724|296.0040762295811 +49.6684172730504
KIC 11619730|296.0061423179850 +49.6441445177639
KIC 11620245|296.2006417292433 +49.6253153073300
KIC 11620442|296.2742449033198 +49.6290460625503
KIC 11620695|296.3681311832148 +49.6638958597303
KIC 11620825|296.4167011196404 +49.6095461347308
KIC 11621486|296.6653434044977 +49.6517707820356
KIC 11621987|296.8605302562754 +49.6700063829211
KIC 11622144|296.9106638595208 +49.6686661384645
KIC 11622755|297.1530878656942 +49.6578341635546
KIC 11623012|297.2487281079918 +49.6456464154493
KIC 11623195|297.3190769044402 +49.6876873046015
KIC 11623942|297.6136213172379 +49.6912253223608
KIC 11624392|297.7950892530566 +49.6895683660567
KIC 11649292|284.1095366282896 +49.7333796068172
KIC 11649294|284.1105733581317 +49.7605809162735
KIC 11649705|284.3717874232725 +49.7406179065562
KIC 11649869|284.4996455060667 +49.7914001975433
KIC 11650039|284.6201474632525 +49.7141420247075
KIC 11650041|284.6228220827142 +49.7614019268383
KIC 11650107|284.6749407935116 +49.7668009789247
KIC 11650219|284.7395732931010 +49.7026184511503
KIC 11650682|285.0544567854118 +49.7516803444564
KIC 11650683|285.0549111480930 +49.7128770545867
KIC 11650784|285.1229055146870 +49.7570596166219
KIC 11651229|285.4030403729931 +49.7109022636894
KIC 11651361|285.4862076729919 +49.7269215836222
KIC 11651399|285.5098838995825 +49.7844531875307
KIC 11651490|285.5805633918719 +49.7780739180636
KIC 11651776|285.7593722513702 +49.7968640165098
KIC 11652491|286.2106225660583 +49.7226576708367
KIC 11653073|286.5750065398649 +49.7322436082828
KIC 11653236|286.7087438735239 +49.7111545312784
KIC 11653381|286.8110827061754 +49.7171334615144
KIC 11654184|287.4037742308640 +49.7017656738272
KIC 11654305|287.5134472893574 +49.7603711925860
KIC 11655827|288.4492852747162 +49.7264294416957
KIC 11656237|288.6578707510462 +49.7308561078442
KIC 11656337|288.7174557886150 +49.7121461227719
KIC 11656663|288.8902656314050 +49.7075146316458
KIC 11656670|288.8957225333026 +49.7250235136535
KIC 11657118|289.1521400777420 +49.7131179635066
KIC 11657224|289.2115540917883 +49.7465918209703
KIC 11657306|289.2587142332321 +49.7149143106922
KIC 11657684|289.4813304668600 +49.7734373270863
KIC 11658270|289.8168701966800 +49.7222884571306
KIC 11658300|289.8340836386504 +49.7634490666494
KIC 11658322|289.8491916924649 +49.7499172745993
KIC 11658444|289.9148395824162 +49.7095079381928
KIC 11658693|290.0432955199429 +49.7730169879192
KIC 11658789|290.0920572788208 +49.7124852415225
KIC 11658849|290.1251945041253 +49.7801683927353
KIC 11658954|290.1942550653912 +49.7307349089247
KIC 11658976|290.2064735364600 +49.7508205363364
KIC 11658986|290.2109653252561 +49.7326791841627
KIC 11659003|290.2243400589387 +49.7422040562828
KIC 11661782|291.8694423336266 +49.7459032993544
KIC 11661955|291.9633229294532 +49.7797043710984
KIC 11662090|292.0336843141302 +49.7409979578654
KIC 11662173|292.0809434510521 +49.7513701690314
KIC 11662335|292.1580994273771 +49.7136754113211
KIC 11662556|292.2895081094221 +49.7313236316333
KIC 11662966|292.5037413430671 +49.7813796577231
KIC 11663151|292.5888550797607 +49.7614237180534
KIC 11663297|292.6727249659058 +49.7209769228103
KIC 11663387|292.7216285715389 +49.7100471978103
KIC 11663695|292.9007037997234 +49.7078110291667
KIC 11665692|293.9165669709985 +49.7482408254595
KIC 11665850|293.9808160734060 +49.7254366529980
KIC 11666270|294.1839842860796 +49.7625962541439
KIC 11666557|294.3117264983051 +49.7744544970685
KIC 11667266|294.6333211328200 +49.7636548112544
KIC 11667420|294.7073470459754 +49.7436489306033
KIC 11667477|294.7295197826971 +49.7496240833433
KIC 11667630|294.8002067209868 +49.7734723935477
KIC 11667799|294.8698613582440 +49.7414077036022
KIC 11667928|294.9248169960881 +49.7975962103102
KIC 11668036|294.9848218097082 +49.7645044766709
KIC 11668210|295.0748095576009 +49.7805924394139
KIC 11668246|295.0920659198142 +49.7511991358069
KIC 11668642|295.2928276440954 +49.7089269861583
KIC 11668686|295.3148577457490 +49.7267374030100
KIC 11668839|295.3861696672938 +49.7388749292756
KIC 11668895|295.4135752236523 +49.7648957038942
KIC 11668915|295.4302288482138 +49.7600060230764
KIC 11669095|295.5099053818250 +49.7472568451295
KIC 11669113|295.5157675831501 +49.7255575983974
KIC 11669202|295.5561972456221 +49.7320587371272
KIC 11669616|295.735930 +49.730900
KIC 11669622|295.7380265986814 +49.7182676508042
KIC 11670252|295.9859336506789 +49.7833537613096
KIC 11670355|296.0196032996541 +49.7089735562029
KIC 11670367|296.0247907023636 +49.7204412832347
KIC 11670968|296.2663267527123 +49.7705065821800
KIC 11671017|296.2839115419866 +49.7166240670989
KIC 11671039|296.2907797111215 +49.7066526974251
KIC 11671068|296.3025060816627 +49.7959197784075
KIC 11671347|296.4140982526605 +49.7734934854939
KIC 11671578|296.5120098643531 +49.7097132417033
KIC 11671621|296.5241094668652 +49.7010831071131
KIC 11671924|296.6520555793367 +49.7711484778519
KIC 11672822|296.9958707371405 +49.7822426348672
KIC 11673621|297.2889372658850 +49.7098273126842
KIC 11673754|297.3442594249624 +49.7523416638376
KIC 11673900|297.3991965977805 +49.7766790875364
KIC 11674666|297.7269372413495 +49.7580153950041
KIC 11674677|297.7303406657061 +49.7002725785905
KIC 11700431|284.4580730156721 +49.8371339396242
KIC 11700922|284.8326249217182 +49.8973538657827
KIC 11701923|285.4773251344770 +49.8686866292253
KIC 11702195|285.6532010820487 +49.8124836174110
KIC 11702480|285.8256562444708 +49.8353214954696
KIC 11702711|285.9942607461161 +49.8945004866144
KIC 11703230|286.3479390352278 +49.8552323519940
KIC 11703582|286.6046955918300 +49.8101215950225
KIC 11703724|286.6966915741047 +49.8273326065064
KIC 11704163|286.9878809056725 +49.8176630806932
KIC 11704816|287.4100541788171 +49.8298118392758
KIC 11706564|288.4632369919587 +49.8595882383408
KIC 11706958|288.6797773996946 +49.8939069070358
KIC 11707080|288.7471299659209 +49.8133265565692
KIC 11707304|288.8614845148613 +49.8017595867495
KIC 11707624|289.0343111070450 +49.8430489934331
KIC 11707636|289.038910 +49.814610
KIC 11707798|289.1309032922291 +49.8172463406216
KIC 11708457|289.4731100017517 +49.8032508772609
KIC 11708559|289.5265241196375 +49.8805685469831
KIC 11708622|289.5598057245090 +49.8106816956367
KIC 11708997|289.7345674838637 +49.8919304315474
KIC 11709100|289.7688640505321 +49.8307895756342
KIC 11709117|289.7769663351945 +49.8436732778289
KIC 11709871|290.1849445287255 +49.8035013647830
KIC 11710193|290.3666234644925 +49.8576368969978
KIC 11713326|292.157498 +49.882648
KIC 11714126|292.5985338095092 +49.8800298916972
KIC 11714365|292.7353523332683 +49.8746763970158
KIC 11716231|293.6863606620663 +49.8800345979144
KIC 11716326|293.7288377063858 +49.8596837161217
KIC 11716362|293.7463525608691 +49.8344384963564
KIC 11716402|293.7641054479247 +49.8930055622617
