ID,g_mag,g_mag_err,A_G,gaia_lum,gaia_lum_err,distance,distance_err,Teff,Teff_err,ref,feh_table,feh_count,ra,dec,mem_prob,cal_lum,cal_lum_err,value
342474443007226240,12.77597,0.0004627034162031369,0.083,1.0801323999999999,0.037214756,429.086317237731,11.095043148530976,5982.0,150.0,2004A&A...426..809S,"[[5982.0, 0.01, '2004A&A...426..809S']]",1.0,29.057122889820004,37.26577542226,1.0,1.2320966445647417,0.032050035973471114,2.177819312115659
342535706420556544,14.06381,0.0008367897903287131,0.0163,0.37657908,0.011987418,439.20254840597903,5.772301401448032,5124.0,72.5,2013AJ....146..143M,"[[5124.0, None, '2013AJ....146..143M']]",1.0,29.012273145949997,37.60902502008,1.0,0.4099141780550001,0.013062265543365651,1.983398270832616
342537213952679936,12.166949,0.00036128640770335014,0.307,2.119703,0.14730668,456.25436360059797,29.192880063465,6312.0,89.0,2013AJ....146..143M,"[[6312.0, None, '2013AJ....146..143M']]",1.0,28.997691635709995,37.68012189432,1.0,2.1400718882162537,0.059231392899225625,2.1712415398180696
342843329158458624,13.3644905,0.0006161280189600972,0.017,0.6627957,0.019355536,432.269281071352,5.0824480593460075,5728.0,72.5,2013AJ....146..143M,"[[5728.0, None, '2013AJ....146..143M']]",1.0,29.544358886199998,37.4015769478,1.0,0.7263216407071699,0.018452833453456958,2.218901108867314
342844321294719232,12.5040245,0.00031804559712962497,0.032,1.4835413999999998,0.0439173,444.17885746672096,9.250792682172973,6220.0,72.5,2013AJ....146..143M,"[[6220.0, None, '2013AJ....146..143M']]",1.0,29.4926626059,37.43508003281,1.0,1.5715115045759616,0.04218528312561963,2.241586282200103
342844600468774272,12.492546,0.000292372447268144,0.0433,1.3560028,0.041489005,422.407288433778,9.709322126035033,6169.0,27.0,2013AJ....146..143M,"[[6169.0, None, '2013AJ....146..143M']]",1.0,29.46667522836,37.46272775877,1.0,1.5900611807494278,0.041982015485555566,2.2007338674585237
342844806627202560,13.403784,0.00034387439151341715,0.038,0.6526744999999999,0.020509243,437.048883599729,5.656392808453005,5593.0,72.5,2013AJ....146..143M,"[[5593.0, None, '2013AJ....146..143M']]",1.0,29.538566980840002,37.47646654769,1.0,0.707887503687986,0.01841817990168481,2.1264839474704478
342851128819053696,13.093517,0.0005519030453920183,0.098,0.87284553,0.027331888999999998,444.155617590477,5.687597494634019,5764.0,72.5,2013AJ....146..143M,"[[5764.0, None, '2013AJ....146..143M']]",1.0,29.56385708323,37.55539319354,1.0,0.9300072359393408,0.0235467291706136,2.1387533938157968
342851674278775680,11.812706,0.0003168956316277413,0.2637,2.9864043999999996,0.08882666,460.143510216216,9.84411323433102,6446.0,29.0,2013AJ....146..143M,"[[6446.0, None, '2013AJ....146..143M']]",1.0,29.615021068590003,37.58947460143,1.0,2.9612293379121515,0.08624153028542225,2.1214309683276653
342908333487342592,12.670592,0.00031422375174893684,0.0863,1.3078922,0.035921693,449.54288906242203,8.407028793213044,6102.0,72.5,2013AJ....146..143M,"[[6120.0, -0.01, '2004A&A...426..809S'], [6102.0, None, '2013AJ....146..143M']]",2.0,29.09626864093,37.63414089841,1.0,1.3520247237573346,0.03518006922231347,2.2237373996733467
342911292720927104,14.004989000000002,0.000576166560767126,0.008,0.38037434,0.013375281999999999,431.698466210335,6.5092186066889886,5186.0,72.5,2013AJ....146..143M,"[[5186.0, None, '2013AJ....146..143M']]",1.0,29.094054981009997,37.654953144450005,1.0,0.42805444985137214,0.013165146470595234,2.01682610820351
